Article Title,Authors,Journal Name,Year,Volume,Issue
DEVELOPMENT OF AN EFFICIENT CRYOCONSERVATION PROTOCOL FOR HIMALYAN MULBERRY (MORUS LAEVIGATA WALL. EX BRANDIS) USING DORMANT AXILLARY BUDS AS EXPLANTS.,,,,,
PLANT GROWTH PROMOTING ACTIVITIES OF RHIZOSPHERE BACTERIA FROM TWO FERNS PRONEPHRIUM NUDATUM (ROXB.) HOLTTUM. AND BOLBITIS HETEROCLITA (C. PRESL) CHING: AN ANALYSIS OF FERN-RHIZOPHERE RELATIONSHIP.,"1. Aniruddha Sen, 2. MK Bhattacharya, 3. HK Prasad, 4. GD Sharma.",Indian Journal of Experimental Biology,2018,56,4
EFFECT OF AYURVEDA WATER PURIFICATION METHOD ON TOTAL DISSOLVED SOLUTES IN WATER.,,,,,
CARDIOPROTECTIVE POTENTIAL OF QUSQUALIS INDICA LEAVES; AN IN SILICO DOCKING STUDY.,,,,,
CLONING AND CHARACTERIZATION OF A WATER DEFICIT STRESS RESPONSIVE TRANSCRIPTION FACTOR GENE FROM ORYZA SATIVA L.,,,,,
"DETERMINATION OF BETULINIC ACID, OLEANOLIC ACID AND URSOLIC ACID FROM ACHYRANTHES ASPERA L. USING RP-UFLC-DAD ANALYSIS AND EVALUATION OF VARIOUS PARAMETERS FOR THEIR OPTIMUM YIELD.",,,,,
A MINIMAL COST MICROPROPAGATION PROTOCOL FOR DIANTHUS CARYOPHYLLUS L. - A COMMERCIALLY SIGNIFICANT VENTURE.,,,,,
EXPRESSION ANALYSIS OF TYPE 1 AND 2 METALLOTHIONEIN GENES IN RAPESEED (BRASSICA NAPUS L.) DURING SHORT-TERM STRESS USING SQRT-PCR ANALYSIS.,,,,,
NETWORK PHARMACOLOGY INTEGRATED MOLECULAR DOCKING DEMONSTRATES THE THERAPEUTIC MODE OF PANAX GINSENG AGAINST OVARIAN CANCER.,,,,,
"INFLUENCE OF ROOT-KNOT NEMATODE INFESTATION ON ANTIOXIDANT ENZYMES, CHLOROPHYLL CONTENT AND GROWTH IN POGOSTEMON CABLIN (BLANCO) BENTH.",,,,,
GROWTH RESPONSE MODULATION BY PUTRESCINE IN INDIAN MUSTARD BRASSICA JUNCEA L. UNDER MULTIPLE STRESS.,,,,,
DETERMINATION OF ALLYL ISOTHIOCYANATE FROM HEDYOTIS HERBACEA AND ITS INSILICO SCREENING FOR WOUND HEALING ACTIVITY.,"1. K Anand Babu, 2. S Sivakrishnan, 1. S Jasemine.",Tropical Journal of Pharmaceutical Research,2023,22,2
"INFLUENCE OF TEMPERATURE ON SYMPTOM EXPRESSION, DETECTION OF HOST FACTORS IN VIRUS INFECTED PIPER NIGRUM L.",,,,,
EFFECT OF SHADE ON AGRO-MORPHOLOGICAL PARAMETERS AND WEED FLORA OF SAFFRON (CROCUS SATIVUS L.) CULTIVATION IN THE SEMIARID ZONE OF EASTERN MOROCCO.,,,,,
TAGGING AND MAPPING OF SSR MARKER FOR RUST RESISTANCE GENE IN LENTIL (LENS CULINARIS MEDIKUS SUBSP. CULINARIS).,,,,,
PHARMACEUTICAL ASSESSMENT OF MELIA AZEDARACH GUM AS A BINDER AND DISINTEGRANT IN IMMEDIATE-RELEASE TABLETS.,,,,,
ASSESSMENT OF ARABIDOPSIS THALIANA CENH3 PROMOTER IN BRASSICA JUNCEA FOR DEVELOPMENT OF HAPLOID INDUCER LINES.,,,,,
EVALUATING SLOW PYROLYSIS OF PARTHENIUM HYSTEROPHORUS BIOCHAR: PERSPECTIVES TO ACIDIC SOIL AMELIORATION AND GROWTH OF SELECTED WHEAT (TRITICUM AESTIVUM) VARIETIES.,,,,,
A RAPID AND EFFICIENT PROTOCOL FOR IN VITRO MULTIPLICATION OF GENETICALLY UNIFORM STEVIA REBAUDIANA (BERTONI).,,,,,
REMOVAL OF CR (VI) FROM AQUEOUS SOLUTIONS USING BIOWASTES: TELLA RESIDUE AND PEA (PISUM SATIVUM) SEED SHELL.,,,,,
DEVELOPMENT OF TRANSGENIC PIGEONPEA (CAJANUS CAJAN. L MILLSP) OVEREXPRESSING CITRATE SYNTHASE GENE FOR HIGH PHOSPHORUS UPTAKE.,,,,,
"EVALUATION OF WILD, WINE, TABLE, AND RAISIN GRAPEVINE (VITIS SPP.) GENOTYPES IN GEDEO ZONE, SOUTHERN ETHIOPIA.","1. Dargie Tsegay Berhe, 2. Derbew Belew.",The Scientific World Journal,2022,2022,
ETHANOL PRODUCTION FROM RICE (ORYZA SATIVA) STRAW BY SIMULTANEOUS SACCHARIFICATION AND COFERMENTATION.,,,,,
"IMPACT OF DIFFERENT NANOPARTICLES ON COMMON WHEAT (TRITICUM AESTIVUM L.) PLANTS, COURSE, AND INTENSITY OF PHOTOSYNTHESIS.",,,,,
"NEUROSPORA SP. SR8, A NOVEL PHOSPHATE SOLUBILISER FROM RHIZOSPHERE SOIL OF SORGHUM IN KACHCHH, GUJARAT, INDIA.",,,,,
AGRONOMIC PRODUCTIVITY AND ORGANIC FERTILIZER RATES ON GROWTH AND YIELD PERFORMANCE OF CABBAGE (BRASSICA OLERACEA VAR. CAPITATA L.) IN NORTHWESTERN ETHIOPIA.,,,,,
CHARACTERIZATION OF PHYTOTOXIN PRODUCING ALTERNARIA SPECIES ISOLATED FROM SESAME LEAVES AND THEIR TOXICITY.,,,,,
THE POTENTIAL OF HYDROPONIC KIT-BASED GROWING ON A SELF-FERTIGATION SYSTEM FOR PAGODA MUSTARD (BRASSICA NARINOSA L) PRODUCTION.,,,,,
EFFECT OF DISCRETE (INDIVIDUAL) AND MIXED (BULK) GENOMIC DNA ON GENETIC DIVERSITY ESTIMATES AND POPULATION STRUCTURE IN TEAK (TECTONA GRANDIS L. F.).,,,,,
THE VALUE CHAIN OF MORINGA OLEIFERA PLANT AND THE PROCESS OF PRODUCING ITS BIODIESEL IN GHANA.,,,,,
"IN VITRO FLOWERING IN BAMBUSA BAMBOS (L.) VOSS, AN ANATOMICAL PERSPECTIVE.",,,,,
ACTIVE ANTIALOPECIA CHEMICAL IDENTIFICATION OF MERREMIA PELTATA LEAVES AND COMPUTATIONAL STUDY TOWARD ANDROGEN RECEPTOR USING MOLECULAR DOCKING AND MOLECULAR DYNAMIC SIMULATION.,"1,2. Syawal Abdurrahman, 3. Ruslin Ruslin, 1. Aliya N. Hasanah, 1. Resmi Mustarichie, 4. Mus Ifaya.",The Scientific World Journal,2022,2022,
SYNERGISTIC EFFECT OF SILVER NITRATE AND COCONUT WATER ON SHOOT DIFFERENTIATION AND PLANT REGENERATION FROM CULTURED COTYLEDONS OF CAPSICUM ANNUUM L.,,,,,
PHYSICOCHEMICAL CHARACTERIZATION AND CYTOCOMPATIBILITY STUDY OF LYOPHILIZED COW URINE POWDER.,,,,,
PROTECTIVE ROLE OF TRICHODERMA LOGIBRACHIATUM (WT2) ON LEAD INDUCED OXIDATIVE STRESS IN HELIANTHUS ANNUS L.,,,,,
"STANDARDIZATION OF COLLECTION METHODS, NUTRITIONAL EVALUATION, AND ESTIMATION OF MICROBIAL LOAD OF THE GOBHAKSHITA YAVA (COW FED PRE-DIGESTED BARLEY) AND GOBHAKSHITA GODHUMA (COW FED PRE-DIGESTED WHEAT).",,,,,
EXPRESSION ANALYSIS OF CANDIDATE GENES FOR ABIOTIC STRESS TOLERANCE IN BRASSICA GENOTYPES WITH CONTRASTING OSMOTIC STRESS TOLERANCE.,,,,,
ANALYTICAL SCREENING ON RASAMANIKYA PREPARED BY DIFFERENT PHARMACEUTICAL METHODS.,,,,,
IN VITRO SCREENING OF FOLIAR PATHOGENS FOR BIOLOGICAL CONTROL OF HORSE PURSLANE WEED.,,,,,
RELATIVE PHYTOCHEMICAL ANALYSIS OF PATHYADI KWATH AND PATHYADI KWATH ARKA WITH SPECIAL REFERENCE TO ANDROGRAPHOLIDE BY HIGH PERFORMANCE THIN LAYER CHROMATOGRAPHY.,,,,,
INFLUENCE OF PLANT GROWTH REGULATORS AND LIGHT ON CALLUS INDUCTION AND BIOACTIVE PHENOLIC COMPOUNDS PRODUCTION IN PYROSTEGIA VENUSTA (BIGNONIACEAE).,,,,,
TRANSDERMAL ABSORPTION STUDIES OF NIRGUNDI (VITEX NEGUNDO LINN) TAILA AND KASHAYA (DECOCTION) WITH THE AID OF GAS CHROMATOGRAPHY-MASS SPECTROMETRY,"C Padmakiran, 1. U N Prasad, 2. Sunil Kumar Koppala Narayan.",Journal of Ayurveda,2023,17,2
FATTY AND AMINO ACID COMPOSITIONS OF VERINICA FORDII: ASOURCE OF A-ELEOSTEARIC ACIS AND METHIONINE.,,,,,
MOLECULAR CHARACTERIZATION OF MATURASE K GENE AND PROTEIN PREDICTION OF VANDA SPATHULATA (L.) - AN AYURINFORMATICS APPROACHES.,,,,,
DETACHED LEAF ASSAY FOR EVALUATING RESISTANCE TO LEAF RUST PST. 104-2 IN WHEAT (TRITICUM AESTIVUM L.).,,,,,
BEST FROM WASTE: BIOACTIVITY-GUIDED FORMULATION DEVELOPMENT FROM A COMMON WEED - COMMELINA BENGHALENSIS.,,,,,
"EFFECT OF SUPPLEMENTAL ULTRAVIOLET-B RADIATION ON WITHANIA SOMNIFERA L. (DUNAL): AN APPRAISAL OF MORPHOLOGICAL, PHYSIOLOGICAL AND BIOCHEMICAL CHARACTERISTICS.",,,,,
GC-MS ANALYSIS AND MOLECULAR DOCKING OF PLANT-BASED COMPOUNDS FROM MEDICINAL PLANT SIDA ACUTA BURM F. FOR ANTIBACTERIAL POTENTIAL.,,,,,
IN VITRO PROPAGATION AND GENETIC STABILITY ASSESSMENT OF AN ENDANGERED TERRESTRIAL JEWEL ORCHID ANOECTOCHILUS ELATUS LINDL.,,,,,
IDENTIFICATION OF LEAD MOLECULES AGAINST MULTI-TARGET OF SARS-COV-2 FROM CARICA PAPAYA L. THROUGH IN-SILICO METHOD.,,,,,
"FRUIT DEFORMITY IN PAPAYA: FIELD SCREENING, NUTRIENT COMPOSITION AND AMELIORATION BY BORON APPLICATION.",,,,,
PREPARATION AND PRELIMINARY PHYSICOCHEMICAL PROFILE OF KAPHAKETU RASA.,"Pooja Yadav, 1. Sanjay Kumar, 1. Meghna Vaidya, 1. Anita Choudhary, 1. Shyama Prajapat.",International Journal of Ayurveda Research,2023,4,2
STOMATAL CLUSTERING PATTERN IN ARACHIS HYPOGAEA L. UNDER WATER DEFICIT STRESS.,,,,,
IN SILICO ANALYSIS OF PHYTOCHEMICALS FROM VARIOUS PLANT SOURCES AS DRUG CANDIDATES AGAINST LIFE-THREATENING DISEASES.,,,,,
A STUDY ON DEVELOPMENT AND QUALITY ANALYSIS OF A BEVERAGE INCORPORATED WITH TERMINALIA CHEBULA.,,,,,
MOLECULAR DOCKING ANALYSIS OF SELECTED BIOACTIVE COMPONENTS OF GLYCYRRHIZA GLABRA AGAINST BRONCHIAL ASTHMA,,,,,
DEVELOPMENT AND VALIDATION OF ANALYTICAL METHOD FOR ESTIMATION OF BERBERINE IN HERBAL EXTRACT OF MOMORDICA DIOICA.,,,,,
EVALUATION & COMPARISON OF NICOTINE QUANTIFICATION IN SMOKELESS TOBACCO PRODUCTS.,,,,,
GAS CHROMATOGRAPHY MASS SPECTROMETRY (GC-MS) PROFILING OF ARJUNARISHTA.,,,,,
CANANGA ODORATA (YLANG-YLANG) MODULATE PATHWAYS INVOLVED IN CANCER: GENE SET ENRICHMENT AND NETWORK PHARMACOLOGY APPROACH.,,,,,
IN-SILICO PREDICTION OF PHYTOCONSTITUENTS FROM MANILKARA HEXANDRA FOR ANTIDIABETIC ACTIVITY TARGETING GKRP (GLUCOKINASE REGULATORY PROTEIN).,,,,,
A PHYSICO-CHEMICAL ASSAY OF A HERBAL FORMULATION - SMRUTISUDHA GRANULES.,"1. Sreelakshmi CL, 2. Sudhir Kumar Pani, 3. Vishnu B, 4. Swapnil Raskar.",International Journal of Ayurvedic Medicine,2023,14,2
"CO-APPLICATION OF SALICYLIC ACID AND SPERMINE ALLEVIATES SALT STRESS TOXICITY IN WHEAT: GROWTH, NUTRIENT ACQUISITION, OSMOLYTES ACCUMULATION, AND ANTIOXIDANT RESPONSE.",,,,,
THE ROLE OF ARECA CATECHU EXTRACT ON DECREASING VISCOSITY OF VEGETABLE OILS.,,,,,
IDENTIFICATION OF NOVEL COLD STRESS RESPONSIVE MICRORNAS AND THEIR PUTATIVE TARGETS IN SULTANA GRAPEVINE (VITIS VINIFERA) USING RNA DEEP SEQUENCING.,,,,,
GROWTH AND BULB YIELD OF GARLIC AS INFLUENCED BY CLOVE SIZE.,,,,,
EFFECT OF ENVIRONMENTAL FACTORS ON CAMELINA SATIVA SEED GERMINATION AND EMERGENCE.,,,,,
EFFECT OF SODIUM AZIDE ON QUANTITATIVE AND QUALITATIVE STEM TRAITS IN THE M2 GENERATION OF ETHIOPIAN SESAME (SESAMUM INDICUM L.) GENOTYPES.,,,,,
MORPHO-PHYSIOLOGICAL AND BIOCHEMICAL RESPONSES OF BRASSICA SPECIES TOWARD LEAD (PB) STRESS.,,,,,
"EFFECT OF FE3O4 AND CUO NANOPARTICLES ON MORPHOLOGY, GENOTOXICITY, AND MIRNA EXPRESSION ON DIFFERENT BARLEY (HORDEUM VULGARE L.) GENOTYPES.",,,,,
SOXHLET EXTRACTION VERSUS HYDRODISTILLATION USING THE CLEVENGER APPARATUS: A COMPARATIVE STUDY ON THE EXTRACTION OF A VOLATILE COMPOUND FROM TAMARINDUS INDICA SEEDS.,,,,,
EVALUATION OF RELATIONSHIPS BETWEEN TRAITS OF ANISE (PIMPINELLA ANISUM L.) GENOTYPES IN RESPONSE TO DROUGHT STRESS USING THE STRUCTURAL EQUATION MODELING AND BIPLOT METHOD.,"1. Shaghayegh Mehravi, 2. Mehrdad Hanifei, 3. Mostafa Khodadadi, 4. Amir Gholizadeh, 5. Seyed Sajad Sohrabi.",Acta Physiologiae Plantarum,2023,45,
EFFECT OF GROWTH REGULATORS ON IN VITRO MICROPROPAGATION OF POTATO (SOLANUM TUBEROSUM L.) GUDIENE AND BELETE VARIETIES FROM ETHIOPIA.,,,,,
IDENTIFICATION AND FUNCTIONAL PREDICTION OF CIRCRNAS OF DEVELOPING SEEDS IN HIGH OLEIC ACID SUNFLOWER (HELIANTHUS ANNUUS L.).,,,,,
PHYSIOLOGICAL AND BIOCHEMICAL CHANGES DURING FLOWER DEVELOPMENT AND SENESCENCE IN CHRYSANTHEMUM AND GLADIOLUS.,,,,,
EFFECT OF BIOCHAR AND INORGANIC FERTILIZER ON THE SOIL PROPERTIES AND GROWTH AND YIELD OF ONION (ALLIUM CEPA) IN TROPICAL ETHIOPIA.,,,,,
IDENTIFICATION OF A GA-INSENSITIVE SEMI-DWARF LOCUS ON CHROMOSOMES 2D OF WHEAT (TRITICUM AESTIVUM) AND ITS RELATIONSHIP WITH EARLINESS AND GROWTH CHARACTERISTICS USING SELECTED CHROMOSOMAL SUBSTITUTION LINES.,,,,,
"GENOME-WIDE INVESTIGATION ON METAL TOLERANCE PROTEIN (MTP) GENES IN LEGUMINOUS PLANTS: GLYCINE MAX, MEDICAGO TRUNCATULA, AND LOTUS JAPONICUS.",,,,,
ELICITORS MEDIATED BIO-PRESERVATIVE POTENTIAL TARGETING SEEDLESS FRUITS USING CAPSICUM ANNUUM L. (SOLANACEAE) AND FOENICULUM VULGARE MILL. (APIACEAE) CALLI EXTRACTS.,,,,,
SOIL CONTAMINATION WITH POTENTIALLY TOXIC ELEMENTS AND ROOT HERBIVORY: EFFECTS ON ROOT SURFACE AREA AND STEM SECONDARY XYLEM OF YOUNG COMMON BEECH (FAGUS SYLVATICA L.).,,,,,
BZIP TRANSCRIPTION FACTORS REPRESS THE EXPRESSION OF WHEAT (TRITICUM AESTIVUM L.) HIGH MOLECULAR WEIGHT GLUTENIN SUBUNIT GENES IN VEGETATIVE TISSUES.,,,,,
GENOME-WIDE DIFFERENCES OF ALTERNATIVE SPLICING BETWEEN ORYZA SATIVA SSP. INDICA AND ORYZA SATIVA SSP. JAPONICA.,"1. Hongbo Pang, 1. Yuanming Wu, 1. Ziran Liu, 1. Yuankun Xie, 2. Qiang Chen, 1. Yueying Li, 3. Longkun WU, 1. Ze Wang, 4. Zeeshan Ahmed, 5. Xiaoming Zheng.",Acta Physiologiae Plantarum,2023,45,
IN SILICO UNRAVELING OF MOLECULAR ANTI-NEURODEGENERATIVE PROFILE OF CITRUS MEDICA FLAVONOIDS AGAINST NOVEL PHARMACEUTICAL TARGETS.,,,,,
"METHYLENE BLUE REMOVAL USING RAW AND MODIFIED BIOMASS PLUMERIA ALBA (WHITE FRANGIPANI) IN BATCH MODE: ISOTHERM, KINETICS, AND THERMODYNAMIC STUDIES.",,,,,
ZINC OXIDE PHYTONANOPARTICLES EFFECTS ON YIELD AND MINERAL CONTENTS IN FRUITS OF TOMATO (SOLANUM LYCOPERSICUM L. CV. CHERRY) UNDER FIELD CONDITIONS.,,,,,
ISOLATION AND IDENTIFICATION OF LACTIC ACID BACTERIA FROM COW MILK AND MILK PRODUCTS.,,,,,
RHIZOSPHERE SOIL MICROBIAL COMMUNITIES UNDER FOXTAIL MILLET CONTINUOUS AND ROTATIONAL CROPPING SYSTEMS AND THEIR FEEDBACK EFFECTS ON FOXTAIL MILLET DOWNY MILDEW SUPPRESSION.,,,,,
IDENTIFICATION AND FUNCTIONAL ANALYSIS OF MIR156 FAMILY AND ITS TARGET GENES IN FOXTAIL MILLET (SETARIA ITALICA).,,,,,
GENOTYPE BY ENVIRONMENT INTERACTION FOR GRAIN YIELD IN FOXTAIL MILLET (SETARAI ITALICA) USING AMMI MODEL AND GGE BIPLOT.,,,,,
IMMOBILIZATION OF CHROMIUM BIOAVAILABILITY THROUGH APPLICATION OF ORGANIC WASTE TO INDIAN MUSTARD (BRASSICA JUNCEA) UNDER CHROMIUM-CONTAMINATED INDIAN SOILS.,,,,,
ESTIMATION OF SORPTION-DESORPTION CHARACTERISTICS OF BIOSORBENT OF LANTANA CAMARA LEAVES FOR REMOVAL OF PB (II) IONS FROM WASTEWATER.,,,,,
VALIDATION OF RESISTANCE TO CEREAL CYST NEMATODE (HETERODERA AVENAE) AND YIELD PERFORMANCE STUDY IN DOUBLED HAPLOID LINES OF WHEAT (TRITICUM AESTIVUM L.).,"1,2. Saksham Pundir, 1. Vikas Kumar Singh, 1. Satish Kumar, 1. Deepti Chaturvedi, 1,2. Deepak Kumar, 3. Rambir Singh Kanwar, 2. Ashok Kumar, 4. Andreas Borner, 1. Shiveta Sharma, 1. Shailendra Sharma.",Genetic Resources and Crop Evolution,2023,70,1
GENOME-WIDE IDENTIFICATION OF MPK AND MKK GENE FAMILIES AND THEIR RESPONSES TO PHYTOHORMONE TREATMENT AND ABIOTIC STRESS IN FOXTAIL MILLET.,,,,,
COMPARATIVE TRANSCRIPTOMICS REVEALS KEY GENES CONTRIBUTING TO THE DIFFERENCES IN DROUGHT TOLERANCE AMONG THREE CULTIVARS OF FOXTAIL MILLET (SETARIA ITALICA).,,,,,
RECENT ADVANCEMENTS AND FUTURE PERSPECTIVES OF FOXTAIL MILLET GENOMICS.,,,,,
FOXTAIL MILLET (SETARIA ITALICA) AS A MODEL SYSTEM TO STUDY AND IMPROVE THE NUTRIENT TRANSPORT IN CEREALS.,,,,,
"ASSESSING THE GENETIC DIVERSITY IN HAWTHORN (CRATAEGUS SPP.) GENOTYPES USING MORPHOLOGICAL, PHYTOCHEMICAL AND MOLECULAR MARKERS.",,,,,
ASSESSMENT OF GENETIC VARIATION IN TURMERIC (CURCUMA LONGA L.) VARIETIES BASED ON MORPHOLOGICAL AND MOLECULAR CHARACTERIZATION.,,,,,
MOLECULAR AND MORPHOLOGICAL DIVERSITY AMONG THE CLUSTER BEAN CYAMOPSIS TETRAGONOLOBA (L.) TAUB. GENOTYPES.,,,,,
PINUS SYLVESTRIS L. MATURE SEEDS MEGAGAMETHOPHYTES CULTURED IN VITRO. INFLUENCE OF THE GENOTYPE AND THE GROWTH REGULATORS CONTENT IN NUTRIENT MEDIUM ON THE INITIATION OF CALLUS FORMATION.,,,,,
GENETIC DIVERSITY AND POPULATION STRUCTURE IN WILD SEABUCKTHORN (HIPPOPHAE SALICIFOLIA D. DON) GROWING IN THE UTTARAKHAND REGION OF THE INDIAN HIMALAYAS.,,,,,
VARIATION OF MORPHOLOGICAL TRAITS AMONG WHEAT (TRITICUM AESTIVUM L.) LANDRACES FROM TWO REGIONS OF THE ALGERIAN SAHARA. POTENTIAL INTEREST FOR WHEAT BREEDING.,"1. Sabrina Oumata, 2. Philippe Monneveux, 2. Maria Zaharieva, 3. Leila Mekliche-Hanifi, 4. Jacques David.",Genetic Resources and Crop Evolution,2023,70,1
ALLELIC VARIABILITY AND TRANSFERABILITY OF ATP6 GENE AMONG ALLIUM SPECIES.,,,,,
THIAMINE IMPROVES IN VITRO PROPAGATION OF SWEETPOTATO IPOMOEA BATATAS (L.) LAM. - CONFIRMED WITH A WIDE RANGE OF GENOTYPES.,,,,,
ON THE DEVELOPMENT OF DESCRIPTORS IN SMALL BITTER GOURD (MOMORDICA CHARANTIA L. VAR. MURICATA (WILLD.) CHAKRAV).,,,,,
PHARMACEUTICO-ANALYTICAL ASSESSMENT OF JEEVANTHYADI GHRITA-A POLYHERBAL AYURVEDA FORMULATION AND ITS POTENTIAL BENEFITS.,,,,,
INHIBITORY ACTIVITY OF POLYPHENOLIC COMPOUND EXTRACTED FROM P. BETEL AND T. AESTIVUM WITH HEPCIDIN FOR IRON DEFICIENCY ANEMIA: AN IN SILICO APPROACH.,,,,,
"EFFECT OF CHOLESTEROL AND DIFFERENT SOLVENTS ON PARTICLE SIZE, ZETA POTENTIAL AND DRUG RELEASE OF EUCALYPTUS OIL PHYTOSOME.",,,,,
MORPHO-ANATOMY AND HPTLC PROFILING OF SENNA MILL. SEEDS USED IN TRADITIONAL SYSTEM OF INDIAN MEDICINE.,,,,,
GENETIC CHARACTERIZATION AND AUTHENTICATION OF GARDENIA JASMINOIDES IN DIFFERENT REGIONS OF CHINA BY USING IMPROVED RAPD ANALYSIS.,,,,,
EFFECT OF CARBON AND NITROGEN SOURCES ON IN VITRO FLOWER AND FRUIT FORMATION AND WITHANOLIDES PRODUCTION IN WITHANIA SOMNIFERA (L.) DUNAL.,,,,,
"IN VITRO PROPAGATION OF THE GARDEN HELIOTROPE, VALERIANA OFFICINALIS L.: INFLUENCE OF PRE-CHILLING AND LIGHT ON SEED GERMINATION.","Bhat B, Sharma VD.",Indian Journal of Experimental Biology,2015,53,3
"PHARMACOGNOSTIC, CHEMICAL CHARACTERIZATION STUDIES ON OYSTER MUSHROOM (PLEUROTUS OSTREATUS).",,,,,
"PRODUCTION OF 4-IPOMEANOL, AN ANTICANCER AGENT FROM THE ROOT TUBERS AND RHIZOGENIC CALLUS OF IPOMOEA BATATAS LAM.: A COMPARATIVE STUDY.",,,,,
PHYSICO-CHEMICAL AND PHYTOCHEMICAL ANALYSIS OF SPHAERANTHUS INDICUS LINN. (WHOLE PLANT).,,,,,
ISOLATION AND GENE EXPRESSION ANALYSIS OF PHOSPHOLIPASE C IN RESPONSE TO ABIOTIC STRESSES FROM VIGNA RADIATA (L.) WILCZEK.,,,,,
COEXISTENCE OF DIPLOID AND POLYPLOID ACACIA SENEGAL (L. WILLD.) AND ITS IMPLICATIONS FOR INTERPLOIDY POLLINATION.,,,,,
PHOSPHORUS AMENDMENT COMPETITIVELY PREVENTS CHROMIUM UPTAKE AND MITIGATES ITS TOXICITY IN SPINACEA OLERACEA L.,,,,,
DIFFERENTIAL EFFECT OF SOIL AND ENVIRONMENT ON METABOLIC EXPRESSION OF TURMERIC (CURCUMA LONGA CV. ROMA).,,,,,
EVALUATION OF FOUR FORM CLASSES OF NORTHERN RED OAK (QUERCUS RUBRA) MULTI-CROPPED WITH SHORTLEAF PINE (PINUS ECHINATA).,,,,,
DIVERSITY OF DRIMIA INDICA (ROXB.) JESSOP AND ITS RELATIONSHIP TO DRIMIA NAGARJUNAE USING PHENOTYPIC TRAITS AND MOLECULAR MARKERS.,,,,,
COMPARATIVE ANALYSIS OF DIFFERENTIALLY EXPRESSED MIRNAS IN LEAVES OF THREE SUGARCANES (SAACHARUM OFFICINARUM L.) CULTIVARS DURING SALINITY STRESS.,"Tofigh Mazalmazraei, Leila Nejadsadeghi, Khosro Mehdi Khanlou, Daryoosh Nabati Ahmadi.",Molecular Biology Reports,2023,50,
EXPRESSION OF RADISH DEFENSIN (RSAFP2) GENE IN CHICKPEA (CICER ARIETINUM L.) CONFERS RESISTANCE TO FUSARIUM WILT DISEASE.,,,,,
EFFECTS OF ALCOHOLIC EXTRACT OF CURCUMA LONGA ON ASCARIDIA INFESTATION AFFECTING CHICKEN.,,,,,
EVALUATION OF NON-ISOTHERMAL THERMAL DEGRADATION KINETICS OF LAVENDER ESSENTIAL OIL (LAVANDULA ANGUSTIFOLIA).,,,,,
INTRA-PLANT FLORAL VARIATION IN CLEOME VISCOSA L. AND ITS POSSIBLE SIGNIFICANCE IN BREEDING SYSTEM.,,,,,
SYNTHESIS AND EVALUATION OF THE INCORPORATION OF SISAL FIBER CELLULOSE IN THE POLYMERIC MATRIX OF STARCH FROM JACKFRUIT SEED (ARTOCARPUS HETEROPHYLLUS LAM.) USING THERMOGRAVIMETRY.,,,,,
DEVELOPMENT AND CHARACTERIZATION OF A HIGH TEMPERATURE STRESS RESPONSIVE SUBTRACTIVE CDNA LIBRARY IN PEARL MILLET PENNISETUM GLAUCUM (L.) R.BR.,,,,,
"A MICRODROPLET CELL CULTURE BASED HIGH FREQUENCY SOMATIC EMBRYOGENESIS SYSTEM FOR PIGEONPEA, CAJANUS CAJAN (L.) MILLSP.",,,,,
CONTENT AND DISTRIBUTION OF PRUNASIN IN PERILLA FRUTESCENS.,,,,,
PLANT GROWTH REGULATORS IMPROVED CUTTING INDUCED PHYSIO-BIOCHEMICAL RESPONSES TO POSTPONEMENT SENESCENCE IN CHRYSANTHEMUM.,,,,,
ESSENTIAL OIL COMPOSITION OF CURCUMA SPECIES AND DRUGS FROM ASIA ANALYZED BY HEADSPACE SOLID-PHASE MICROEXTRACTION COUPLED WITH GAS CHROMATOGRAPHY-MASS SPECTROMETRY.,"1. Qundong Liu, 1. Katsuko Komatsu, 1. Kazufumi Toume, 1. Shu Zhu, 2. Ken Tanaka, 3. Shigeki Hayashi, 3. Naoko Anjiki, 3. Nobuo Kawahara, 4. Akihito Takano, 5. Katsunori Miyake, 6. Norio Nakamura, 7. Suchada Sukrong, 8. Mangestuti Agil, 9. Indira Balachandra.",Journal of Natural Medicines,2023,77,1
EFFECT OF DRYING AND PROCESSING ON DITERPENES AND OTHER CHEMICAL CONSTITUENTS OF GINGER.,,,,,
UNDERSTANDING THE VARIATIONS IN DIELECTRIC PROPERTIES OF MUSTARD (BRASSICA NIGRA L.) AND ARGEMONE (ARGEMONE MEXICANA) OIL BLENDS AT DIFFERENT TEMPERATURES.,,,,,
PEPPERMINT ESSENTIAL OIL VOLATILES AS NATURAL ALTERNATIVE TO PREVENT POTATO SPROUTING INDUCED BY GIBBERELLIC ACID.,,,,,
DESTALKING OF DRY RED CHILLIES (CAPSICUM ANNUM L.) AND ITS CHARACTERIZATION.,,,,,
DEVELOPMENT OF HIGH FREQUENCY IN VITRO SHOOT REGENERATION SYSTEM FROM LEAVES OF APPLE CULTIVAR OREGON SPUR AND OPTIMIZATION OF ANTIBIOTICS CONCENTRATION.,,,,,
PROBIOTIC FUNCTIONAL ATTRIBUTES OF LACTIC ACID BACTERIA FROM INDIGENOUSLY FERMENTED MILK PRODUCT KALAREI.,,,,,
NOVEL DETECTION METHOD TO RAPIDLY QUANTIFY TOXIC CUCURBITACIN IN LAGENARIA SICERARIA (BOTTLE GOURD).,,,,,
